kein,"no

not a

don't","4.3 Auf Stiftungsleistungen besteht kein Rechtsanspruch.

In Österreich existiert kein nationaler Lernzielkatalog.

YOGAdelight ist kein Reiseveranstalter und kein Reisevermittler.","4.3 There is no legal claim on the Foundation's services.

In Austria, there is no national catalogue of learning objectives yet.

YOGAdelight is not a tour operator and is not a travel agent.","wenn wir ihn befragen, uns <b>keine</b> oder <b>keine</b> befriedigende Auskunft"
dichter,"poet

writer

author","Juli desselben Jahres starb der große russische dichter.

Starb der dichter im November 1892 von Komplikationen nach Bronchitis.

Orchideen wachsen im Schatten dichter Baumkronen.","15 July of the same year the great Russian poet, died.

The poet died in November, 1892, of complications from bronchitis.

Orchids grow in the shade of dense canopies.","merkwürdige Persönlichkeit, der <b>dichter</b>, seine Stoffe nimmt – etwa im"
dichterisch,"poetically

poetic

literary","Er denkt von seinem Wesen her dichterisch.

""Dichterisch wohnet der Mensch"", schreibt Friedrich Hölderlin.

Suchende: Sie darf auch musikalisch, künstlerisch oder dichterisch sein.","Through his very nature, he thinks poetically.

""Man lives poetically"", wrote Friedrich Hölderlin.

Seeker: She may also be musical, artistic, or poetic.",in die Bedingungen der <b>dichterischen</b> Stoffwahl und in das Wesen der
nichts,"nothing

anything

all","Leider geschah und geschieht nichts Derartiges.

Erfahrungsgemäß spricht bei guten Bauteilen nichts dagegen.

Tanya Rybakova offenbart uns nichts Außergewöhnliches.","Unfortunately, nothing of the kind has happened, or is happening.

Experience has shown that nothing speaks against it if you use good components.

In fact, Tanya Rybakova does not reveal anything extraordinary to us.","der poetischen Gestaltungskunst <b>nichts</b> dazu beitragen würde, uns selbst"
nicht,"not

no

wouldn't","Fördermitglieder und Ehrenmitglieder sind nicht stimmberechtigt, insbesondere nicht wahlberechtigt.

Netzwerktreiber sind nicht geladen oder Laufwerksparameter passen nicht zu jetziger Konfiguration.

4.6 Erstattungen für nicht vollständig abgenommene Leistungen erfolgen nicht.","Sponsoring members and honorary members are not entitled to vote, particularly not in elections.

Network drivers are not loaded, or driver parameters do not match current configuration.

4.6 No refunds will be made for services not accepted in their entirety.",deren wir uns vielleicht <b>nicht</b> einmal für fähig gehalten hätten.
kein,"no

not a

don't","4.3 Auf Stiftungsleistungen besteht kein Rechtsanspruch.

In Österreich existiert kein nationaler Lernzielkatalog.

YOGAdelight ist kein Reiseveranstalter und kein Reisevermittler.","4.3 There is no legal claim on the Foundation's services.

In Austria, there is no national catalogue of learning objectives yet.

YOGAdelight is not a tour operator and is not a travel agent.","wenn wir ihn befragen, uns <b>keine</b> oder <b>keine</b> befriedigende Auskunft"
selbst,"even

itself

yourself","Intelligente Arbeitshilfen erleichtern selbst erfahrensten Konstrukteuren den Arbeitsalltag.

Dabei finden selbst unterschiedliche Lederarten Berücksichtigung.

Das Beratungsunternehmen erbringt selbst keinerlei Rechtsdienstleistungen.","Intelligent work step aids simplify the everyday tasks for even the most experienced designers.

It is even possible to take different types of leather into consideration.

The Consulting Firm itself does not offer any kinds of legal services.","den Umstand, daß der Dichter <b>selbst</b>, wenn wir ihn befragen, uns"
durch,"through

using

via","Das Hochleistungssystem ermöglicht schnellere Antwortzeiten durch Prozessoptimierung und Kosteneinsparungen durch verringerte CPU-Auslastung.

Entweder durch Kapitalerhöhung und/oder durch Erwerb von Anteilen der Altgesellschafter.

Rettungswege öffnen sich durch Türöffner und Rauchabzüge durch entsprechende Öffneraggregate.","The high-performance system provides faster response time through process optimization and cost savings through reduced CPU utilization.

Either through a capital increase and/or through the purchase of shares from the senior shareholders.

Rescue routes open via door openers and smoke exhaust systems through appropriate opening actuators.","hierfür wird nur gesteigert <b>durch</b> den Umstand, daß der Dichter"
in,"in

into

to","Die Produktion erfolgt in Kleinserien in einer traditionellen Manufaktur in Süddeutschland.

Typischerweise wird PW15AHY in automatischen Wiegesystemen in der Industrie, in Ladentischwaagen oder in anderen Anwendungen mit breitem Messbereich eingesetzt.

Willkommen in Dalarna in unseren komfortablen und gemütlichen Ferienhäusern in Gopshus.","The production takes place in small series in a traditional manufactory in southern Germany.

The PW15AHY is typically implemented in automatic weighing systems in industrial settings, in shop-counter scales, or in other applications with a wide measuring range.

Welcome to our comfortable cosy cottages in Gopshus (Dalarna in the middle of Sweden).","ihnen so zu ergreifen, Erregungen <b>in</b> uns hervorzurufen, deren wir uns"
vielleicht,"maybe

perhaps

probably","Wir können unsere Wahrnehmungen vielleicht etwas kritischer betrachten.

Das war vielleicht etwas ZU ambitioniert.

Die Kalandula-Fälle sind vielleicht die beeindruckendsten Naturschönheiten Angolas.","Maybe we can look somewhat more critically at our perceptions.

Maybe I was a little bit TOO ambitious.

The Kalandula Falls are perhaps one of the most impressive natural beauties in Angola.","hervorzurufen, deren wir uns <b>vielleicht</b> nicht einmal für fähig gehalten"
gar,"even

at all

never","Die kompletten chemischen Analysen gemäß gesetzlicher Richtlinie verschlingen gar über 200'000 Franken.

Die Sozialisten würden gar in ihrer Hochburg Andalusien verlieren.

Natürlich war das gar kein Problem.","The complete chemical analyses according to legal guidelines even cost over 200,000 Swiss francs.

According to the report, the socialists will even lose their stronghold Andalusia.

Of course it wasn't a problem at all.","Auskunft gibt, und wird <b>gar</b> nicht gestört durch unser Wissen,"
fähig,"capable

able

unable","Überraschenderweise ist sie auch zu hochwirksamen Angriffen fähig.

Milchstraße flanschte Rohrpfosten sind fähig zum Tragen einer Vielzahl der Kommunikationsanwendungen.

Abteilungs-Ehren in Psychologie ist für besonders fähig und motivierte Studenten.","Surprisingly, she is also capable of highly effective attacks.

Milky Way flanged pipe poles are capable of carrying a variety of communication applications.

Departmental honors in Psychology is available for exceptionally able and motivated students.",uns vielleicht nicht einmal für <b>fähig</b> gehalten hätten. Unser Interesse
gut,"well

good

fine","Solcherlei Investitionen wollten gut überlegt sein.

Viele verschiedene Komponenten müssen gut zusammenarbeiten.

Das Kopieren dagegen funktioniert einigermaßen gut.","Money was short, so investments had to be well considered.

There are so many different components that must all work well together.

The copying, on the other hand, works reasonably well.","durch unser Wissen, daß die <b>beste</b> Einsicht in die Bedingungen der"
ariosto,Ariosto,"Ariosto Gewürzzubereitungen verleihen jeder Speise den richtigen Geschmack.

Aus der Erfahrung von Ariosto, die perfekte Würze für gebratenes oder gegrilltes Fleisch.

Über die Anfangszeit bis zum Abgang des Firmengründers Florentine Ariosto Jones im Jahr 1876 war jedoch kaum etwas bekannt.","Ariosto spice preparations impart the perfect flavor to every dish.

From the Ariosto experience, the perfect seasoning for roast or grilled meat.

Very little, however, was known about the early years until the departure of the company's founder Florentine Ariosto Jones in 1876.","Frage, die jener Kardinal an den <b>ariosto</b> richtete –, und wie er es"
machen,"make

do

take","Drittbanken dürfen keine Abzüge vom Überweisungsbetrag machen.

Neue innovative Technologien machen personalisierte Kundenerlebnisse möglich.

Neuentwicklungen machen die Anlagen nun noch leistungsfähiger.","Third-party banks are not allowed to make any deductions from the transfer amount.

New, innovative technologies make it possible to support the personalized customer experience.

A number of new developments are now making these systems even more powerful.","würde, uns selbst zu Dichtern zu <b>machen</b>"
umstand,"fact

circumstance

situation","Diesem Umstand trägt die ISO 4210 für Mountainbikes Rechnung.

Diesen Umstand versucht die Musikindustrie durch pausenlose Kampagnen zu unterminieren.

Ein Umstand schien die Gefahr dieses Wahlsieges zu erhöhen.","This fact is accounted for by the ISO standard 4210 for mountain bikes.

The music industry now is trying to undermine this fact with countless campaigns.

One circumstance seemed to heighten the peril of this election victory.","wird nur gesteigert durch den <b>umstand</b>, daß der Dichter selbst, wenn"
unser,"our

the

we","Kein Ersatzteil verlässt ohne Qualitätskontrolle unser Lager.

Diskretion und Vertrauen bestimmen unser Handeln.

Unsere Kernbranche Maschinenbau ist unser größter industrieller Arbeitgeber.","There's no spare part leaving our warehouse without being examined and controlled.

Discretion and trust are characteristic for our activities in this key sector.

The engineering industry is our country's core competency and the biggest industrial employer.",einmal für fähig gehalten hätten. <b>unser</b> Interesse hierfür wird nur
werden,"be

will

become","Sieben verschiedene Strahlentabellen werden vorgestellt und mögliche Interpretationsmethoden werden diskutiert.

Diese Ansätze werden in Angebote umgewandelt, Marktleistung und Nutzenversprechen werden konkretisiert.

Die Suchanfragen werden dokumentiert und können durch das integrierte Marktforschungstool ausgewertet werden.","Seven different ray charts are presented, and possible methods of interpretation are discussed.

These approaches are transformed into offers, market performance and benefit promises are clearly defined.

The search queries are documented and can be evaluated using the integrated market research tool.","hätten. Unser Interesse hierfür <b>wird</b> nur gesteigert durch den Umstand,"
steigern,"increase

boost

improve","Zudem kann die Branchenplattform ihre Internationalität steigern.

Gleichzeitig steigern Sie die Leserfreundlichkeit Ihres Ausgangstextes.

In Kombination mit der Zeitbegrenzung können Sie Ihr Handelsvolumen deutlich steigern.","In addition, the industry platform will be able to increase its internationality.

At the same time, you increase the reader-friendliness of your source text.

Combined with the time limitation, you can significantly boost your trading volumes.","Interesse hierfür wird nur <b>gesteigert</b> durch den Umstand, daß der"
beitragen,"contribute

help

play","Was wiederum zur Entlastung der Verkehrsinfrastruktur beitragen wird.

HZPC will zur Entwicklung von verantwortungsvollen Lebensmitteln für eine wachsende Weltbevölkerung beitragen.

Damit kann sie zur Stabilisierung der kurzfristigen Geldmarktzinsen beitragen.","Which, in turn, will contribute to easing the traffic infrastructure burden.

HZPC wants to contribute to the development of responsible food for a growing world population.

In this way, it can help to stabilise short-term money market rates.","Gestaltungskunst nichts dazu <b>beitragen</b> würde, uns selbst zu Dichtern"
poetisch,"poetic

poetical

poetically","Liqens Werke sind poetisch und voller Geheimnisse.

Amit Duttas Bilder sind poetisch und gleichzeitig verstörend.

Taiki ist sehr poetisch und nachdenklich.","Liqen's artworks are poetic and full of secrets.

Amit Dutta creates images which are poetic and unsettling at the same time.

Taiki is a very poetical and thoughtful person.",Stoffwahl und in das Wesen der <b>poetischen</b> Gestaltungskunst nichts dazu
hierfür,"for this

therefor

therefore","Voraussetzung hierfür sei jedoch ein Paradigmenwechsel.

Eine Versicherungslösung hierfür ist zu berücksichtigen.

Abfallverbrennungsverfahren im Drehrohrofen sowie Anlage hierfür.","A precondition for this, however, was a paradigm change.

An insurance solution for this has to be taken into account.

Method of incinerating waste in a rotary kiln plant, and plant therefor.",gehalten hätten. Unser Interesse <b>hierfür</b> wird nur gesteigert durch den
persönlichkeit,"individual

persona

celebrity","Ich verurteile Sie zum Tod der persönlichkeit.

Entscheiden Sie sich für attraktive Kisten, die Ihre persönlichkeit widerspiegeln und schön zur Einrichtung passen.

Es ist auch bekannt, dass er eine böse persönlichkeit hatte.","It's the decision that you be sentenced to the death of personality.

Go for attractive boxes that reflect your personality and fit nicely into your interior.

It is also revealed that he used to have an evil personality.","woher diese merkwürdige <b>persönlichkeit</b>, der Dichter, seine Stoffe"
jener,"that

he

that one","Zu jener Zeit hatte ein gewisser Mönch Abführmittel getrunken.

250.000 Hektoliter obergärige Biere stellte die alteingesessene Privatbrauerei zu jener Zeit her.

Dieser Roman ist bei weitem interessanter als jener.","Now at that time a certain monk had drunk a purgative.

At that time, the long-established privately owned brewery was producing 250,000 hectolitres of top-fermented beers.

This novel is by far more interesting than that one.","– etwa im Sinne der Frage, die <b>jener</b> Kardinal an den Ariosto richtete –"
nehmen,"take

use

please","Farbwahrnehmung und Sehschärfe nehmen entsprechende Zwischenwerte ein.

Vakuumverpackte Stücke geräuchertes Huhn nehmen Sie überall mit.

Allerdings sollte man kein mit Fischen besetztes Aquarium nehmen.","The levels of colour perception and visual acuity take on corresponding intermediate values.

Vacuum-packed pieces of smoked chicken you take with you everywhere.

However, you should not use an aquarium stocked with fish.","der Dichter, seine Stoffe <b>nimmt</b> – etwa im Sinne der Frage, die"
halten,"keep

hold

maintain","O-Ring-Gleitringdichtungen halten diese Maschinen ""trocken"".

Sie sollen die bestehende Ungleichheit aufrecht halten.

Die breiten Schlitze halten Gesicht und Augenpinsel.","O-ring face seals help keep these machines 'dry'.

They are meant to keep up the existing inequality.

The wide slots hold both face and eye brushes.",nicht einmal für fähig <b>gehalten</b> hätten. Unser Interesse hierfür
uns,"us

we

our","Die uns übermittelten personenbezogenen Daten verbleiben selbstverständlich bei uns.

Der Sicherheitschef begrüßte uns fröhlich und brachte uns zu unserem Rosen-Flieger.

Fische ernähren uns und halten uns gesund.","The personal data you provide to us are naturally kept by us.

The security chief welcomed us cheerfully and took us to our rose-painted plane.

Fish are an important part of our diets, keeping us healthy.",<b>uns</b> Laien hat es immer mächtig gereizt
wissen,"know

understand

learn","Doch viele Verkehrsteilnehmer wissen nichts davon.

Über die letzten Lebensmonate des Paars wissen wir nichts.

Erfahrene DokumentenspezialistInnen wissen, worauf sie achten müssen.","However, many road users don't know anything about it.

We do not know anything about the last months of the couple's lives.

Experienced document specialists know what they need to look for.","hat es immer mächtig gereizt zu <b>wissen</b>, woher diese merkwürdige"
wir,"we

us

our","Das verstehen wir und darum haben wir eine umfangreiche Spielzeugkollektion.

Hätten wir MasterControl nicht angeschafft, würden wir im Papierkrieg untergehen.

Feiern wir gemeinsam und schreiben wir weiter Geschichte.","We understand this, and that is why we have a broad collection of toys.

If we had not purchased MasterControl, we would be drowning in paperwork.

Celebrate together with us and let us continue making history.","in uns hervorzurufen, deren <b>wir</b> uns vielleicht nicht einmal für"
immer,"always

still

increasingly","Minderjährige sollten also immer die Altersbeschränkung berücksichtigen.

Nicht immer sind klassische Musikfragmente Ausgangspunkt einer Komposition.

Führungskräfte organisieren natürlich immer noch Alltagsprozesse.","As a minor, you should always take into account the age restriction.

Fragments of classical music are not always the point of departure of a composition.

Executives do, of course, also still organise day-to-day processes.","Laien hat es <b>immer</b> mächtig gereizt zu wissen, woher"
kardinal,"cardinal

cardinalate

Cdl","Tierkreiszeichen werden klassifiziert als kardinal, fix oder flexibel.

So ist zum Beispiel das erste Feuerzeichen Widder kardinal, eine ausgesprochene Urkraft.

Paolo Sardi, der Patron des Malteserordens, zum kardinal ernannt.","Signs are classified as cardinal, fixed and mutable.

For example, the first fire sign of Aries is cardinal, a very primal force.

""The Order of Malta's patron Paolo Sardi has been created cardinal"".","im Sinne der Frage, die jener <b>kardinal</b> an den Ariosto richtete –, und"
geben,"give

enter

provide","Natürlich geben uns Erfahrungen zusätzliches Selbstbewusstsein.

Diese geben längere Warnungen um auszuweichen.

Intelligente Anwendungen sollen künftig Verbrauchern Orientierung geben.","Of course, experiences do give you additional confidence in yourself.

These give longer warnings, allowing you to vacate the area.

Intelligent applications are set to provide consumers with guidance on such issues in the future.","oder keine befriedigende Auskunft <b>gibt</b>, und wird gar nicht gestört durch"
zu,"to

at

too","Ziel der Fachgruppe ist es, Unternehmen dabei zu helfen, Innovationen methodengestützt zu entwickeln, zu finanzieren, zu vermarkten und nachhaltig zu managen sowie rechtlich zu schützen.

Mauerreste werden zu Wachtürmen, Bodenwälle zu Palisaden.

Diese neigen bei zu hoher Laserfluenz zu Blasenbildung.","This new specialist group aims to support companies to securely develop, to finance, to launch and to manage innovations in a sustainable manner as well as to protect them legally.

Wall remains to be watchtowers, soil embankments to palisades.

If the laser fluence is too high, they tend to form bubbles.","Laien hat es immer mächtig gereizt <b>zu</b> wissen, woher diese merkwürdige"
er,"he

it

they","Wen er wollte, tötete er, und wen er wollte ließ er leben; und wen er wollte, erhob er, und wen er wollte, erniedrigte er.

Als er nachhause kam, fand er Bolin nicht.

Wenn er zufriert wird er zur größten natürlichen Eislauffläche Österreichs.","Whomever he wished, he put to death; and whomever he wished, he destroyed; and whomever he wished, he exalted; and whomever he wished, he lowered.

When he returned to the arena after a hard day's work, he could not find Bolin.

When it freezes, it becomes the largest natural ice rink in Austria.","an den Ariosto richtete –, und wie <b>er</b> es zustande bringt, uns mit ihnen"
es,"it

there

this","Vertreter von Behindertenvereinen wollen es ausprobieren und Architekten wird es vorgestellt.

Daher war es zeitaufwändig es einrichten zu bekommen.

Wo es gute Menschen gibt, gibt es schlechte Menschen; wo es Selbstlose gibt, gibt es Egoistische; wo es Offenherzige gibt, gibt es Engstirnige.","Representatives of disabled rights organizations want to test it out and it is being presented to architects.

Therefore it was time consuming to get it set up.

Where there are good people, there are bad ones; where there are selfless people, there are selfish ones; where there are open-minded people, there are narrow-minded ones.","Laien hat <b>es</b> immer mächtig gereizt zu wissen,"
werden,"be

will

become","Sieben verschiedene Strahlentabellen werden vorgestellt und mögliche Interpretationsmethoden werden diskutiert.

Diese Ansätze werden in Angebote umgewandelt, Marktleistung und Nutzenversprechen werden konkretisiert.

Die Suchanfragen werden dokumentiert und können durch das integrierte Marktforschungstool ausgewertet werden.","Seven different ray charts are presented, and possible methods of interpretation are discussed.

These approaches are transformed into offers, market performance and benefit promises are clearly defined.

The search queries are documented and can be evaluated using the integrated market research tool.","hätten. Unser Interesse hierfür <b>wird</b> nur gesteigert durch den Umstand,"
ergreifen,"take

seize

adopt","Erforderlichenfalls wird sie geeignete Schritte ergreifen.

Die Mitgliedstaaten selbst sollten beschäftigungsfördernde Maßnahmen ergreifen.

Die Mitgliedstaaten müssen zur raschen Umsetzung dieser Richtlinie geeignete Maßnahmen ergreifen.","The Commission will take appropriate action with the Italian authorities if necessary.

It is preferable for Member States to take measures to stimulate employment themselves.

Member States must adopt suitable measures in order to implement this directive quickly.","bringt, uns mit ihnen so zu <b>ergreifen</b>, Erregungen in uns"
bringen,"bring

get

take","Technische Neuerungen wie TTS-Systeme bringen Entlastung.

Die Kräuterstempel Wellnessmassage wird Ihnen die vollkommene Entspannung bringen.

Unsere erfahrenen Fahrer mit komfortablen Autos bringen Sie sicher ans Ziel.","Technical innovations, such as TTS systems, can bring relief.

Also, we have the herbal stamp massage will bring you pure relaxation.

Our experienced drivers with a comfortable vehicles will safely take you to your destination.","–, und wie er es zustande <b>bringt</b>, uns mit ihnen so zu ergreifen,"
dieser,"this

the

that","Gleichzeitig entwickelt dieser Personenkreis meist ein höheres Selbstwertgefühl.

Auf dieser Schicht wuchsen tatsächlich Diamanten.

Zusätzlich kann dieser Sprechertext angezeigt werden.","At the same time, this type of people usually develop a higher self-esteem.

And to his surprise, diamonds actually grew on this layer.

Additionally, the narrative text can be viewed on the sitemap.","mächtig gereizt zu wissen, woher <b>diese</b> merkwürdige Persönlichkeit, der"
zu,"to

at

too","Ziel der Fachgruppe ist es, Unternehmen dabei zu helfen, Innovationen methodengestützt zu entwickeln, zu finanzieren, zu vermarkten und nachhaltig zu managen sowie rechtlich zu schützen.

Mauerreste werden zu Wachtürmen, Bodenwälle zu Palisaden.

Diese neigen bei zu hoher Laserfluenz zu Blasenbildung.","This new specialist group aims to support companies to securely develop, to finance, to launch and to manage innovations in a sustainable manner as well as to protect them legally.

Wall remains to be watchtowers, soil embankments to palisades.

If the laser fluence is too high, they tend to form bubbles.","Laien hat es immer mächtig gereizt <b>zu</b> wissen, woher diese merkwürdige"
dichter,"poet

writer

author","Juli desselben Jahres starb der große russische dichter.

Starb der dichter im November 1892 von Komplikationen nach Bronchitis.

Orchideen wachsen im Schatten dichter Baumkronen.","15 July of the same year the great Russian poet, died.

The poet died in November, 1892, of complications from bronchitis.

Orchids grow in the shade of dense canopies.","beitragen würde, uns selbst zu <b>dichtern</b> zu machen"
merkwürdig,"strange

weird

odd","Inhalte wirken unter Umständen etwas merkwürdig.

Die Wertung der AFC ist dennoch etwas merkwürdig.

Also das ist unerwartet und merkwürdig.","Contents could look a bit strange under certain circumstances.

Nevertheless, the evaluation of the AFC is still strange a bit.

Well, that's just unexpected and weird.","gereizt zu wissen, woher diese <b>merkwürdige</b> Persönlichkeit, der Dichter,"
uns,"us

we

our","Die uns übermittelten personenbezogenen Daten verbleiben selbstverständlich bei uns.

Der Sicherheitschef begrüßte uns fröhlich und brachte uns zu unserem Rosen-Flieger.

Fische ernähren uns und halten uns gesund.","The personal data you provide to us are naturally kept by us.

The security chief welcomed us cheerfully and took us to our rose-painted plane.

Fish are an important part of our diets, keeping us healthy.",<b>uns</b> Laien hat es immer mächtig gereizt
in,"in

into

to","Die Produktion erfolgt in Kleinserien in einer traditionellen Manufaktur in Süddeutschland.

Typischerweise wird PW15AHY in automatischen Wiegesystemen in der Industrie, in Ladentischwaagen oder in anderen Anwendungen mit breitem Messbereich eingesetzt.

Willkommen in Dalarna in unseren komfortablen und gemütlichen Ferienhäusern in Gopshus.","The production takes place in small series in a traditional manufactory in southern Germany.

The PW15AHY is typically implemented in automatic weighing systems in industrial settings, in shop-counter scales, or in other applications with a wide measuring range.

Welcome to our comfortable cosy cottages in Gopshus (Dalarna in the middle of Sweden).","ihnen so zu ergreifen, Erregungen <b>in</b> uns hervorzurufen, deren wir uns"
haben,"have

do

get","Schleimlöser haben wie alle Medikamente Nebenwirkungen.

Nahrungsergänzungsmittel in Hartgelatinekapseln haben eine große Marktbedeutung.

Inzwischen haben immerhin zwei davon geantwortet.","Be aware that expectorants, like all medications, may have side-effects.

Dietary supplements in hard gelatine capsules have a high rank on the market.

In the meantime, at least two of them have replied.",nicht einmal für fähig gehalten <b>hätten</b>. Unser Interesse hierfür wird
stoff,"fabric

substance

material","Den stoff hatte ich schon im sommerurlaub 2012 gekauft.

Der ist weicher als der Importierte stoff.

(b) Für dieses Sekundärprodukt, diesen -werkstoff oder -stoff besteht ein Markt.","The fabric was already bought during my summer vacation in 2012.

It's softer than the imported fabric.

(b) a market exists for such a secondary product, material or substance.","der Dichter, seine <b>stoffe</b> nimmt – etwa im Sinne der Frage,"
uns,"us

we

our","Die uns übermittelten personenbezogenen Daten verbleiben selbstverständlich bei uns.

Der Sicherheitschef begrüßte uns fröhlich und brachte uns zu unserem Rosen-Flieger.

Fische ernähren uns und halten uns gesund.","The personal data you provide to us are naturally kept by us.

The security chief welcomed us cheerfully and took us to our rose-painted plane.

Fish are an important part of our diets, keeping us healthy.",<b>uns</b> Laien hat es immer mächtig gereizt
auskunft,"information

access

disclosure","Es ist dieses Buch eines der Interessantesten Werke in meiner Bibliothek und waere Ihnen Dankbar, wenn Sie mir ueber weitere Werke auskunft geben wuerden.

Die Ansprechpartner in den jeweiligen Sparten geben kompetente Auskunft zu allen produktspezifischen Themen.

Als Dokumente geben sie detailliert Auskunft über die damalige Provenienz der Kunstwerke.","This book is one of the most interesting works in my library and I would be grateful to you, if you give me information on other works.

The contact persons from the respective divisions provide expert information about all of the product-related topics.

As documents, they provide detailed information on the earlier provenance of the artworks.","keine oder keine befriedigende <b>auskunft</b> gibt, und wird gar nicht"
es,"it

there

this","Vertreter von Behindertenvereinen wollen es ausprobieren und Architekten wird es vorgestellt.

Daher war es zeitaufwändig es einrichten zu bekommen.

Wo es gute Menschen gibt, gibt es schlechte Menschen; wo es Selbstlose gibt, gibt es Egoistische; wo es Offenherzige gibt, gibt es Engstirnige.","Representatives of disabled rights organizations want to test it out and it is being presented to architects.

Therefore it was time consuming to get it set up.

Where there are good people, there are bad ones; where there are selfless people, there are selfish ones; where there are open-minded people, there are narrow-minded ones.","Laien hat <b>es</b> immer mächtig gereizt zu wissen,"
